Date,Item Name,Low Price,Average Price,High Price
24-01-2024,ઘઉં ટુકડા,550,606,712
24-01-2024,મગફળી જીણી,811,1251,1351
24-01-2024,સિંગ ફાડીયા,900,1581,1651
24-01-2024,એરંડા / એરંડી,981,1131,1151
24-01-2024,જીરૂ,5151,5811,6151
24-01-2024,ક્લંજી,2800,2926,3341
24-01-2024,વરીયાળી,1351,1351,1351
24-01-2024,ધાણા,800,1361,1481
24-01-2024,લસણ સુકું,3701,4501,5371
24-01-2024,ડુંગળી લાલ,66,191,276
24-01-2024,અડદ,1481,1771,1821
24-01-2024,મઠ,1000,1011,1091
24-01-2024,તુવેર,1801,2081,2171
24-01-2024,રાયડો,911,941,941
24-01-2024,રાય,1221,1221,1221
24-01-2024,મેથી,1091,1091,1091
24-01-2024,સુવાદાણા,1791,1791,1791
24-01-2024,સુરજમુખી,451,571,721
24-01-2024,મરચા,901,2551,3801
24-01-2024,મગફળી જાડી,751,1276,1401
24-01-2024,નવા ધાણા,1101,1551,2401
24-01-2024,નવી ધાણી,1501,2201,2751
24-01-2024,નવું જીરૂ,5401,6151,7401
24-01-2024,સફેદ ચણા,700,1576,1851
24-01-2024,તલ - તલી,2201,2911,3111
24-01-2024,ધાણી,1000,1381,1511
24-01-2024,ડુંગળી સફેદ,180,246,256
24-01-2024,બાજરો,401,441,491
24-01-2024,જુવાર,471,771,881
24-01-2024,મકાઇ,431,471,531
24-01-2024,મગ,1421,1981,2031
24-01-2024,ચણા,931,1061,1111
24-01-2024,વાલ,1301,2091,2671
24-01-2024,ચોળા / ચોળી,1001,1851,2941
24-01-2024,સોયાબીન,821,891,901
24-01-2024,ગોગળી,900,921,1050
24-01-2024,વટાણા,1351,1351,1351
25-01-2024,કપાસ બી. ટી.,1001,1151,1446
25-01-2024,ઘઉં લોકવન,490,522,586
25-01-2024,ઘઉં ટુકડા,510,661,702
25-01-2024,મગફળી જીણી,801,1241,1326
25-01-2024,સિંગ ફાડીયા,900,1471,1601
25-01-2024,એરંડા / એરંડી,1001,1126,1151
25-01-2024,જીરૂ,4001,5901,6301
25-01-2024,ધાણા,901,1361,1451
25-01-2024,લસણ સુકું,3721,4601,5671
25-01-2024,ડુંગળી લાલ,66,201,281
25-01-2024,અડદ,1401,1731,1821
25-01-2024,મઠ,1000,1021,1031
25-01-2024,તુવેર,1801,2061,2171
25-01-2024,રાયડો,941,941,961
25-01-2024,રાય,1141,1181,1451
25-01-2024,મેથી,1001,1001,1041
25-01-2024,મરચા,901,2501,3751
25-01-2024,મગફળી જાડી,725,1271,1346
25-01-2024,નવા ધાણા,1051,1576,1801
25-01-2024,નવી ધાણી,1151,2851,3551
25-01-2024,નવું જીરૂ,5401,6951,7801
25-01-2024,સફેદ ચણા,1000,1651,2476
25-01-2024,તલ - તલી,2200,2831,3000
25-01-2024,ધાણી,976,1371,1571
25-01-2024,ડુંગળી સફેદ,201,241,256
25-01-2024,બાજરો,351,431,471
25-01-2024,જુવાર,291,700,841
25-01-2024,મકાઇ,481,481,511
25-01-2024,મગ,1311,1831,1941
25-01-2024,ચણા,851,1066,1121
25-01-2024,વાલ,2201,2501,2651
25-01-2024,ચોળા / ચોળી,1091,2221,2701
25-01-2024,સોયાબીન,821,896,906
25-01-2024,ગોગળી,600,951,1121
25-01-2024,વટાણા,521,521,671
27-01-2024,કપાસ બી. ટી.,1011,1171,1446
27-01-2024,ઘઉં લોકવન,490,550,588
27-01-2024,ઘઉં ટુકડા,521,592,690
27-01-2024,મગફળી જીણી,811,1246,1371
27-01-2024,સિંગદાણા જાડા,800,1411,1611
27-01-2024,એરંડા / એરંડી,1001,1121,1151
27-01-2024,જીરૂ,5101,6081,6451
27-01-2024,ક્લંજી,1210,3251,3331
27-01-2024,વરીયાળી,1200,1200,1200
27-01-2024,ધાણા,900,1351,1481
27-01-2024,મરચા સૂકા પટ્ટો,851,2501,4701
27-01-2024,લસણ સુકું,4511,5011,6011
27-01-2024,ડુંગળી લાલ,66,181,241
27-01-2024,અડદ,1551,1721,1821
27-01-2024,મઠ,991,1051,1051
27-01-2024,તુવેર,1851,2091,2141
27-01-2024,રાયડો,931,931,931
27-01-2024,રાય,1281,1281,1281
27-01-2024,મેથી,951,1101,1161
27-01-2024,સુરજમુખી,701,701,701
27-01-2024,મગફળી જાડી,721,1276,1381
27-01-2024,નવા ધાણા,1011,1701,2201
27-01-2024,નવી ધાણી,1000,2231,3076
27-01-2024,નવું જીરૂ,5151,6576,8326
27-01-2024,સફેદ ચણા,1000,1200,1526
27-01-2024,તલ - તલી,2100,2801,2901
27-01-2024,ધાણી,1000,1411,1601
27-01-2024,ડુંગળી સફેદ,201,236,246
27-01-2024,બાજરો,391,401,511
27-01-2024,જુવાર,841,891,901
27-01-2024,મકાઇ,421,421,421
27-01-2024,મગ,1571,1831,1911
27-01-2024,ચણા,856,1071,1151
27-01-2024,વાલ,1631,2041,2591
27-01-2024,ચોળા / ચોળી,1291,1941,2571
27-01-2024,સોયાબીન,771,881,891
27-01-2024,ગોગળી,700,900,1091
27-01-2024,વટાણા,991,1041,1171
29-01-2024,કપાસ બી. ટી.,1000,1151,1446
29-01-2024,ઘઉં લોકવન,460,496,588
29-01-2024,ઘઉં ટુકડા,510,602,671
29-01-2024,મગફળી જીણી,800,1251,1376
29-01-2024,સિંગ ફાડીયા,700,1351,1561
29-01-2024,એરંડા / એરંડી,1056,1141,1156
29-01-2024,જીરૂ,5351,6101,6351
29-01-2024,ક્લંજી,2401,3126,3341
29-01-2024,ધાણા,800,1341,1441
29-01-2024,લસણ સુકું,4801,5391,6801
29-01-2024,ડુંગળી લાલ,46,161,251
29-01-2024,અડદ,1611,1771,1831
29-01-2024,મઠ,1076,1076,1076
29-01-2024,તુવેર,1811,2021,2111
29-01-2024,રાયડો,891,891,941
29-01-2024,રાય,1241,1241,1281
29-01-2024,મેથી,1051,1111,1131
29-01-2024,કાંગ,1201,1201,1201
29-01-2024,સુરજમુખી,651,651,871
29-01-2024,મરચા,951,2451,3401
29-01-2024,મગફળી જાડી,731,1281,1361
29-01-2024,નવા ધાણા,800,1426,1676
29-01-2024,નવી ધાણી,1000,1821,3151
29-01-2024,નવું જીરૂ,5401,7151,8001
29-01-2024,સફેદ ચણા,1000,1326,1676
29-01-2024,તલ - તલી,2050,2951,3181
29-01-2024,ધાણી,1000,1361,1601
29-01-2024,ડુંગળી સફેદ,191,216,231
29-01-2024,બાજરો,331,391,521
29-01-2024,જુવાર,851,891,901
29-01-2024,મકાઇ,251,531,531
29-01-2024,મગ,1576,1801,1901
29-01-2024,ચણા,951,1101,1211
29-01-2024,વાલ,1651,2126,2691
29-01-2024,ચોળા / ચોળી,1276,1891,3151
29-01-2024,સોયાબીન,771,881,891
29-01-2024,રજકાનું બી,3701,3701,3701
29-01-2024,ગોગળી,950,1021,1041
29-01-2024,વટાણા,451,571,1251
30-01-2024,કપાસ બી. ટી.,900,1156,1416
30-01-2024,ઘઉં લોકવન,451,550,590
30-01-2024,ઘઉં ટુકડા,510,598,696
30-01-2024,મગફળી જીણી,811,1241,1351
30-01-2024,સિંગદાણા જાડા,800,1421,1600
30-01-2024,એરંડા / એરંડી,1066,1126,1141
30-01-2024,તલ લાલ,3100,3601,3601
30-01-2024,જીરૂ,4501,5801,6151
30-01-2024,ધાણા,801,1331,1471
30-01-2024,લસણ સુકું,4491,5401,6331
30-01-2024,ડુંગળી લાલ,51,166,246
30-01-2024,મઠ,801,801,1071
30-01-2024,રાયડો,921,921,921
30-01-2024,મેથી,1001,1021,1031
30-01-2024,સુવાદાણા,1776,1776,1776
30-01-2024,મરચા,951,2351,3651
30-01-2024,મગફળી જાડી,741,1261,1351
30-01-2024,નવા ધાણા,1000,1501,1901
30-01-2024,નવી ધાણી,1076,2451,5001
30-01-2024,નવું જીરૂ,4951,6351,7076
30-01-2024,સફેદ ચણા,851,1376,1776
30-01-2024,તલ - તલી,2200,2931,3041
30-01-2024,ધાણી,901,1401,1551
30-01-2024,ડુંગળી સફેદ,201,221,236
30-01-2024,બાજરો,391,391,421
30-01-2024,જુવાર,871,871,881
30-01-2024,મગ,1576,1841,2021
30-01-2024,ચણા,1000,1141,1351
30-01-2024,વાલ,1401,2326,2526
30-01-2024,ચોળા / ચોળી,1351,1976,1976
30-01-2024,સોયાબીન,771,866,876
30-01-2024,ગોગળી,500,981,1091
30-01-2024,વટાણા,301,701,811
31-01-2024,કપાસ બી. ટી.,1001,1151,1421
31-01-2024,ઘઉં લોકવન,450,542,590
31-01-2024,ઘઉં ટુકડા,501,641,711
31-01-2024,મગફળી જીણી,801,1236,1336
31-01-2024,સિંગ ફાડીયા,900,1351,1591
31-01-2024,એરંડા / એરંડી,1076,1131,1151
31-01-2024,તલ કાળા,2700,3011,3131
31-01-2024,જીરૂ,4301,5901,6211
31-01-2024,ક્લંજી,1000,3291,3351
31-01-2024,ધાણા,851,1321,1421
31-01-2024,લસણ સુકું,5241,6001,7111
31-01-2024,ડુંગળી લાલ,51,186,251
31-01-2024,અડદ,1341,1761,1841
31-01-2024,મઠ,1001,1011,1081
31-01-2024,તુવેર,1561,2001,2111
31-01-2024,રાયડો,751,751,911
31-01-2024,મેથી,961,1031,1091
31-01-2024,મરચા,951,2551,3751
31-01-2024,મગફળી જાડી,721,1251,1381
31-01-2024,નવા ધાણા,1000,1301,1751
31-01-2024,નવી ધાણી,1051,2051,3251
31-01-2024,નવું જીરૂ,4651,5951,6751
31-01-2024,સફેદ ચણા,1000,1351,1476
31-01-2024,તલ - તલી,2300,2851,2991
31-01-2024,ધાણી,951,1381,1501
31-01-2024,ડુંગળી સફેદ,206,226,236
31-01-2024,બાજરો,371,381,461
31-01-2024,જુવાર,731,821,861
31-01-2024,મકાઇ,481,481,501
31-01-2024,મગ,1376,1851,1901
31-01-2024,ચણા,900,1081,1201
31-01-2024,વાલ,1301,2351,2576
31-01-2024,ચોળા / ચોળી,1000,1101,1376
31-01-2024,સોયાબીન,751,861,871
31-01-2024,ગોગળી,1081,1081,1081
01-02-2024,કપાસ બી. ટી.,1001,1251,1416
01-02-2024,ઘઉં લોકવન,450,521,580
01-02-2024,ઘઉં ટુકડા,501,581,674
01-02-2024,મગફળી જીણી,811,1221,1276
01-02-2024,સિંગ ફાડીયા,850,1391,1531
01-02-2024,એરંડા / એરંડી,1021,1121,1136
01-02-2024,જીરૂ,5051,6001,6281
01-02-2024,ધાણા,800,1321,1471
01-02-2024,લસણ સુકું,5351,6551,7521
01-02-2024,ડુંગળી લાલ,51,191,256
01-02-2024,અડદ,1501,1751,1811
01-02-2024,મઠ,401,401,1101
01-02-2024,તુવેર,1751,2021,2121
01-02-2024,મેથી,900,1021,1231
01-02-2024,કાંગ,1401,1401,1401
01-02-2024,સુરજમુખી,901,901,901
01-02-2024,મરચા,951,2501,3351
01-02-2024,મગફળી જાડી,751,1246,1361
01-02-2024,નવા ધાણા,800,1321,1471
01-02-2024,નવી ધાણી,1000,1341,1441
01-02-2024,નવું જીરૂ,5051,6001,6281
01-02-2024,સફેદ ચણા,1151,1376,2376
01-02-2024,તલ - તલી,2200,2941,3021
01-02-2024,ધાણી,1000,1341,1441
01-02-2024,ડુંગળી સફેદ,201,226,241
01-02-2024,બાજરો,381,411,451
01-02-2024,જુવાર,411,600,901
01-02-2024,મકાઇ,511,511,511
01-02-2024,મગ,1581,1861,2111
01-02-2024,ચણા,800,1051,1181
01-02-2024,વાલ,1500,2281,2621
01-02-2024,ચોળા / ચોળી,776,776,3276
01-02-2024,સોયાબીન,751,876,886
01-02-2024,અજમાં,1301,1301,2501
01-02-2024,ગોગળી,651,1000,1181
02-02-2024,કપાસ બી. ટી.,1001,1201,1411
02-02-2024,ઘઉં લોકવન,450,521,584
02-02-2024,ઘઉં ટુકડા,501,581,656
02-02-2024,મગફળી જીણી,801,1211,1266
02-02-2024,સિંગ ફાડીયા,1011,1371,1631
02-02-2024,એરંડા / એરંડી,1091,1121,1141
02-02-2024,જીરૂ,5300,6021,6281
02-02-2024,ક્લંજી,2526,3251,3311
02-02-2024,ધાણા,801,1321,1471
02-02-2024,લસણ સુકું,5101,6581,7491
02-02-2024,ડુંગળી લાલ,51,201,271
02-02-2024,અડદ,1501,1781,1841
02-02-2024,તુવેર,1611,1991,2151
02-02-2024,રાયડો,891,891,891
02-02-2024,રાય,1181,1181,1181
02-02-2024,મેથી,701,961,1051
02-02-2024,સુરજમુખી,431,591,876
02-02-2024,મગફળી જાડી,761,1241,1336
02-02-2024,નવા ધાણા,1000,1501,2201
02-02-2024,નવી ધાણી,1100,2101,3551
02-02-2024,નવું જીરૂ,5001,6476,7001
02-02-2024,નવું લસણ,1191,4501,5101
02-02-2024,સફેદ ચણા,1000,1401,1576
02-02-2024,નવું લસણ,1191,4501,5101
02-02-2024,તલ - તલી,2200,2951,3071
02-02-2024,ધાણી,901,1341,1591
02-02-2024,ડુંગળી સફેદ,201,231,246
02-02-2024,બાજરો,431,431,501
02-02-2024,જુવાર,651,811,851
02-02-2024,મકાઇ,571,571,571
02-02-2024,મગ,1526,1801,1931
02-02-2024,ચણા,1000,1151,1211
02-02-2024,વાલ,601,2401,2651
02-02-2024,સોયાબીન,776,876,881
02-02-2024,ગોગળી,8010,951,981
02-02-2024,વટાણા,911,911,911
03-02-2024,કપાસ બી. ટી.,1000,1151,1416
03-02-2024,ઘઉં લોકવન,450,542,591
03-02-2024,ઘઉં ટુકડા,501,585,664
03-02-2024,મગફળી જીણી,811,1211,1256
03-02-2024,સિંગ ફાડીયા,800,1351,1571
03-02-2024,એરંડા / એરંડી,1066,1121,1136
03-02-2024,તલ કાળા,2026,2850,2971
03-02-2024,જીરૂ,5201,6051,6381
03-02-2024,ધાણા,851,1351,1481
03-02-2024,ડુંગળી લાલ,46,196,256
03-02-2024,અડદ,1371,1761,1861
03-02-2024,મઠ,1051,1081,1091
03-02-2024,તુવેર,1501,2041,2121
03-02-2024,રાજગરો,1001,1501,1501
03-02-2024,રાયડો,911,911,931
03-02-2024,રાય,1161,1161,1161
03-02-2024,મેથી,600,801,981
03-02-2024,સુવાદાણા,1501,1501,1501
03-02-2024,સુરજમુખી,631,871,871
03-02-2024,મગફળી જાડી,711,1246,1346
03-02-2024,નવા ધાણા,1001,1501,2001
03-02-2024,નવી ધાણી,1201,2001,3751
03-02-2024,નવું જીરૂ,5001,6501,7301
03-02-2024,સફેદ ચણા,1126,1351,2101
03-02-2024,તલ - તલી,1800,2821,2951
03-02-2024,ધાણી,901,1381,1541
03-02-2024,ડુંગળી સફેદ,201,241,256
03-02-2024,બાજરો,401,471,471
03-02-2024,જુવાર,541,771,821
03-02-2024,મકાઇ,501,501,501
03-02-2024,મગ,1551,1751,1831
03-02-2024,ચણા,777,1111,1251
03-02-2024,વાલ,701,2411,2581
03-02-2024,વાલ પાપડી,1911,1911,1911
03-02-2024,ચોળા / ચોળી,1001,1611,2801
03-02-2024,સોયાબીન,701,866,876
03-02-2024,રજકાનું બી,3301,3301,3301
03-02-2024,વટાણા,451,891,891
05-02-2024,કપાસ બી. ટી.,1000,1176,1431
05-02-2024,ઘઉં લોકવન,410,552,591
05-02-2024,ઘઉં ટુકડા,510,626,664
05-02-2024,મગફળી જીણી,801,1216,1276
05-02-2024,સિંગ ફાડીયા,776,1381,1621
05-02-2024,એરંડા / એરંડી,1071,1126,1141
05-02-2024,જીરૂ,5101,6081,6481
05-02-2024,ક્લંજી,1000,3221,3261
05-02-2024,ધાણા,801,1331,1451
05-02-2024,મરચા સૂકા પટ્ટો,951,2601,3701
05-02-2024,લસણ સુકું,4991,5961,6341
05-02-2024,ડુંગળી લાલ,51,201,261
05-02-2024,અડદ,1491,1741,1861
05-02-2024,તુવેર,1401,1991,2121
05-02-2024,રાયડો,931,941,951
05-02-2024,મેથી,526,1071,1071
05-02-2024,મગફળી જાડી,721,1241,1346
05-02-2024,નવા ધાણા,901,1451,2001
05-02-2024,નવા ચણા,1001,1901,3401
05-02-2024,નવું લસણ,1101,3001,3651
05-02-2024,સફેદ ચણા,1061,1351,2151
05-02-2024,તલ - તલી,2051,2881,3031
05-02-2024,ધાણી,901,1391,1571
05-02-2024,ડુંગળી સફેદ,201,246,256
05-02-2024,બાજરો,391,491,511
05-02-2024,જુવાર,411,801,851
05-02-2024,મકાઇ,411,411,451
05-02-2024,મગ,1551,1861,1971
05-02-2024,ચણા,901,1131,1241
05-02-2024,વાલ,726,2211,2401
05-02-2024,ચોળા / ચોળી,901,901,901
05-02-2024,સોયાબીન,721,861,876
05-02-2024,ગોગળી,900,1131,1161
06-02-2024,કપાસ બી. ટી.,1021,1156,1431
06-02-2024,ઘઉં લોકવન,401,542,591
06-02-2024,ઘઉં ટુકડા,510,612,664
06-02-2024,મગફળી જીણી,811,1226,1286
06-02-2024,સિંગ ફાડીયા,781,1351,1561
06-02-2024,એરંડા / એરંડી,1011,1131,1151
06-02-2024,જીરૂ,5001,6151,6221
06-02-2024,ધાણા,801,1331,1431
06-02-2024,મરચા સૂકા પટ્ટો,1001,2651,3801
06-02-2024,લસણ સુકું,3591,5491,6081
06-02-2024,ડુંગળી લાલ,51,206,281
06-02-2024,અડદ,1271,4791,1861
06-02-2024,તુવેર,1200,1991,2131
06-02-2024,રાયડો,451,961,981
06-02-2024,રાય,1231,1231,1231
06-02-2024,મેથી,1021,1101,1121
06-02-2024,સુરજમુખી,551,751,791
06-02-2024,મગફળી જાડી,711,1251,1301
06-02-2024,નવા ધાણા,801,1501,2301
06-02-2024,નવી ધાણી,951,1951,3501
06-02-2024,નવું જીરૂ,4701,6451,7376
06-02-2024,નવું લસણ,1391,2991,3781
06-02-2024,સફેદ ચણા,800,1326,2076
06-02-2024,તલ - તલી,2100,2891,3151
06-02-2024,ધાણી,901,1381,1591
06-02-2024,ડુંગળી સફેદ,206,256,276
06-02-2024,બાજરો,421,421,461
06-02-2024,જુવાર,481,831,871
06-02-2024,મકાઇ,531,531,531
06-02-2024,મગ,1151,1851,2031
06-02-2024,ચણા,900,1121,1276
06-02-2024,વાલ,776,2181,2291
06-02-2024,ચોળા / ચોળી,801,2001,2951
06-02-2024,સોયાબીન,750,861,876
06-02-2024,રજકાનું બી,2501,3401,3551
07-02-2024,કપાસ બી. ટી.,1001,1151,1436
07-02-2024,ઘઉં લોકવન,450,552,581
07-02-2024,ઘઉં ટુકડા,510,624,700
07-02-2024,મગફળી જીણી,821,1221,1276
07-02-2024,સિંગ ફાડીયા,1001,1331,1531
